Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      137    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
     2688    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      163    0.000    0.000    0.001    0.000 _parser.py:85(opengroup)
       70    0.000    0.000    0.001    0.000 __init__.py:1776(_validate_resource_path)
       21    0.000    0.000    0.001    0.000 typing.py:1658(copy_with)
       65    0.000    0.000    0.001    0.000 typing.py:1256(_generic_init_subclass)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
       34    0.000    0.000    0.001    0.000 warnings.py:576(__call__)
      144    0.000    0.000    0.001    0.000 __init__.py:110(read)
        4    0.000    0.000    0.001    0.000 _generate_schema.py:2275(inner_handler)
      129    0.000    0.000    0.001    0.000 _parser.py:311(_class_escape)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
       60    0.000    0.000    0.001    0.000 _abc.py:130(with_segments)
        1    0.000    0.000    0.001    0.001 __init__.py:1978(MemoizedZipManifests)
      387    0.000    0.000    0.001    0.000 enum.py:78(_is_private)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       23    0.000    0.000    0.001    0.000 overrides.py:179(decorator)
        1    0.000    0.000    0.001    0.001 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:1383(resource_stream)
       52    0.000    0.000    0.001    0.000 __init__.py:851(normalize)
       10    0.000    0.000    0.001    0.000 functools.py:878(register)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 request.py:910(AbstractBasicAuthHandler)
     1322    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      120    0.000    0.000    0.001    0.000 typing.py:3794(__getattr__)
       43    0.000    0.000    0.001    0.000 _compiler.py:389(_mk_bitmap)
      231    0.000    0.000    0.001    0.000 _parser.py:448(_uniq)
      115    0.000    0.000    0.001    0.000 _local.py:117(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
       48    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      742    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1323    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       11    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
        1    0.000    0.000    0.000    0.000 tokenize.py:451(open)
     3190    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      8/4    0.000    0.000    0.000    0.000 _generate_schema.py:1011(match_type)
       51    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
       23    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
       58    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1363(resource_exists)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:2369(new_handler)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1939(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        9    0.000    0.000    0.000    0.000 typing_objects.py:104(_compile_isinstance_check_function)
        1    0.000    0.000    0.000    0.000 enum.py:842(_create_)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      226    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        2    0.000    0.000    0.000    0.000 functional_validators.py:125(__get_pydantic_core_schema__)
     1914    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 _local.py:664(resolve)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
       52    0.000    0.000    0.000    0.000 __init__.py:739(joinpath)
        1    0.000    0.000    0.000    0.000 types.py:2030(ByteSize)
       60    0.000    0.000    0.000    0.000 enum.py:1059(_add_member_)
      297    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      225    0.000    0.000    0.000    0.000 {built-in method builtins.any}
  511/413    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
       96    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 _core_metadata.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:649(_getfinalpathname_nonstrict)
      429    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
      691    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      243    0.000    0.000    0.000    0.000 enum.py:1589(_get_value)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      183    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
        2    0.000    0.000    0.000    0.000 __init__.py:414(get_provider)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
      913    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
     1332    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        5    0.000    0.000    0.000    0.000 inspect.py:3315(__str__)
      265    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      801    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
      712    0.000    0.000    0.000    0.000 __init__.py:2372(__call__)
      504    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:72(add_newdoc_for_scalar_type)
        5    0.000    0.000    0.000    0.000 inspect.py:3318(format)
     1088    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      345    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      204    0.000    0.000    0.000    0.000 __init__.py:3170(__getattr__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
    93/71    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
      460    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 __init__.py:1906(get_resource_stream)
      460    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
      237    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       78    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
  849/682    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      396    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
     2086    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      936    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
  130/117    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.000    0.000 data.py:22(Body)
      286    0.000    0.000    0.000    0.000 numeric.py:1469(<genexpr>)
       13    0.000    0.000    0.000    0.000 enum.py:1596(__or__)
     1401    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 _generate_schema.py:1129(_match_generic_type)
        1    0.000    0.000    0.000    0.000 windows.py:1(<module>)
      701    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      310    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
      490    0.000    0.000    0.000    0.000 _parser.py:82(groups)
      605    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1250    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      333    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
      468    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
      143    0.000    0.000    0.000    0.000 enum.py:1156(__new__)
        8    0.000    0.000    0.000    0.000 inspect.py:2841(__str__)
        1    0.000    0.000    0.000    0.000 _musllinux.py:1(<module>)
      657    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 context.py:79(_compose)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      601    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      387    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
       21    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       92    0.000    0.000    0.000    0.000 _collections.py:28(parse)
        2    0.000    0.000    0.000    0.000 __init__.py:1877(__init__)
       51    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
      316    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      934    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       91    0.000    0.000    0.000    0.000 <frozen ntpath>:80(isabs)
       92    0.000    0.000    0.000    0.000 __init__.py:460(_replace)
    60/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      660    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      460    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       36    0.000    0.000    0.000    0.000 getlimits.py:93(_float_to_float)
       62    0.000    0.000    0.000    0.000 inspect.py:2754(__init__)
       20    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 _strptime.py:181(__calc_date_time)
      227    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1085(source_to_code)
        1    0.000    0.000    0.000    0.000 main.py:121(BaseModel)
       13    0.000    0.000    0.000    0.000 inspect.py:1436(formatannotation)
      145    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
    343/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:1425(_union_schema)
      228    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
    60/40    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 fields.py:367(from_annotated_attribute)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen ntpath>:50(normcase)
        4    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
       42    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
      374    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:2274(find_distributions)
      303    0.000    0.000    0.000    0.000 functools.py:66(wraps)
      538    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       79    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(has_resource)
       64    0.000    0.000    0.000    0.000 utils.py:46(canonicalize_name)
        1    0.000    0.000    0.000    0.000 functional_validators.py:499(dec)
       27    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
        3    0.000    0.000    0.000    0.000 <frozen os>:720(__setitem__)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       60    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1704(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 __init__.py:1881(_setup_prefix)
       34    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.000    0.000 __init__.py:460(get_path)
      225    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:806(Optional)
      334    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:448(get_paths)
       70    0.000    0.000    0.000    0.000 <frozen posixpath>:61(isabs)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:269(_expand_vars)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      115    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        1    0.000    0.000    0.000    0.000 introspection.py:223(AnnotationSource)
       19    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
       92    0.000    0.000    0.000    0.000 __init__.py:170(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        6    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      538    0.000    0.000    0.000    0.000 version.py:247(<genexpr>)
        5    0.000    0.000    0.000    0.000 data.py:39(load)
      450    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      2/1    0.000    0.000    0.000    0.000 _decorators.py:428(build)
       15    0.000    0.000    0.000    0.000 inspect.py:2003(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 _typing_extra.py:292(get_model_type_hints)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       89    0.000    0.000    0.000    0.000 typing_extensions.py:1062(_get_typeddict_qualifiers)
       40    0.000    0.000    0.000    0.000 dataclasses.py:1308(fields)
       89    0.000    0.000    0.000    0.000 {built-in method time.time}
      108    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
       77    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
       79    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        5    0.000    0.000    0.000    0.000 main.py:243(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:3526(_find_adapter)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Interval)
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        6    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:106(expand_grouped_metadata)
      333    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.000    0.000 functools.py:677(cache)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 utilities.py:20(Dir)
        1    0.000    0.000    0.000    0.000 __init__.py:91(_delvewheel_patch_1_11_1)
        5    0.000    0.000    0.000    0.000 {method 'validate_python' of 'pydantic_core._pydantic_core.SchemaValidator' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:437(iscoroutinefunction)
      132    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
      654    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      657    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 cursors.py:1(<module>)
      8/5    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        3    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        2    0.000    0.000    0.000    0.000 _decorators.py:518(inspect_validator)
        2    0.000    0.000    0.000    0.000 typing.py:2104(__instancecheck__)
      208    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      335    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
       27    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       92    0.000    0.000    0.000    0.000 __init__.py:450(_make)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       55    0.000    0.000    0.000    0.000 typing.py:2696(overload)
       89    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
      8/5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       18    0.000    0.000    0.000    0.000 arrayprint.py:564(wrapper)
       15    0.000    0.000    0.000    0.000 _strptime.py:426(__seqToRE)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
       30    0.000    0.000    0.000    0.000 __init__.py:2680(_is_unpacked_egg)
       18    0.000    0.000    0.000    0.000 inspect.py:3042(__init__)
       23    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
      723    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      265    0.000    0.000    0.000    0.000 overrides.py:107(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:749(zip_children)
        1    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
      154    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 _decorators.py:675(is_instance_method_from_sig)
       52    0.000    0.000    0.000    0.000 __init__.py:298(_from_text)
      115    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
      206    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
        1    0.000    0.000    0.000    0.000 __init__.py:309(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:329(parent)
        1    0.000    0.000    0.000    0.000 _strptime.py:127(__calc_month)
        1    0.000    0.000    0.000    0.000 __init__.py:146(make)
       92    0.000    0.000    0.000    0.000 __init__.py:201(_for)
        1    0.000    0.000    0.000    0.000 typing.py:797(_make_union)
       21    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
       10    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
       51    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      109    0.000    0.000    0.000    0.000 __init__.py:28(decorator)
       14    0.000    0.000    0.000    0.000 inspect.py:1818(getattr_static)
        1    0.000    0.000    0.000    0.000 __init__.py:88(__init__)
      143    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 __init__.py:263(Len)
       36    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.000    0.000 _schema_validator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:358(detect_encoding)
        4    0.000    0.000    0.000    0.000 fields.py:209(__init__)
      192    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
       64    0.000    0.000    0.000    0.000 __init__.py:2580(fixup_namespace_packages)
       18    0.000    0.000    0.000    0.000 __init__.py:1863(_parents)
       22    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
       65    0.000    0.000    0.000    0.000 __init__.py:753(__iter__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 __init__.py:274(load)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       93    0.000    0.000    0.000    0.000 _model_construction.py:60(__setitem__)
      333    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       17    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:786(encodekey)
       77    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:3648(_initialize)
       42    0.000    0.000    0.000    0.000 getlimits.py:103(_float_conv)
       26    0.000    0.000    0.000    0.000 calendar.py:104(__getitem__)
    23/12    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
      277    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:114(_getuserbase)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:726(__delitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1328(__init__)
      523    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       38    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:2105(_signature_bound_method)
      287    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      256    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2739(extend_all)
        1    0.000    0.000    0.000    0.000 __init__.py:152(GroupedMetadata)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
       10    0.000    0.000    0.000    0.000 data.py:33(validate_vector)
        2    0.000    0.000    0.000    0.000 <frozen os>:1154(add_dll_directory)
        1    0.000    0.000    0.000    0.000 _strptime.py:119(__calc_weekday)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       36    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        2    0.000    0.000    0.000    0.000 shape_base.py:295(hstack)
       12    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       78    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:607(_readlink_deep)
       39    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
      199    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       21    0.000    0.000    0.000    0.000 overrides.py:24(get_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:668(clean_schema)
      408    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
       23    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
       52    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
      160    0.000    0.000    0.000    0.000 typing.py:3155(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:1576(Secret)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 json_schema.py:216(GenerateJsonSchema)
       10    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
       13    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        4    0.000    0.000    0.000    0.000 _strptime.py:260(__find_month_format)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _strptime.py:441(<genexpr>)
       36    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        2    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      135    0.000    0.000    0.000    0.000 __init__.py:121(valid)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      204    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       14    0.000    0.000    0.000    0.000 calendar.py:123(__getitem__)
        4    0.000    0.000    0.000    0.000 introspection.py:387(inspect_annotation)
       35    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        7    0.000    0.000    0.000    0.000 __init__.py:804(search)
        1    0.000    0.000    0.000    0.000 _discriminated_union.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:825(_sanity_check)
      356    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       10    0.000    0.000    0.000    0.000 data.py:15(__new__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      143    0.000    0.000    0.000    0.000 {method 'get_fps' of 'pygame.time.Clock' objects}
      143    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 _strptime.py:294(__find_weekday_format)
      136    0.000    0.000    0.000    0.000 __init__.py:2237(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        4    0.000    0.000    0.000    0.000 _typing_extra.py:358(try_eval_type)
        5    0.000    0.000    0.000    0.000 __init__.py:194(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 windows.py:16(Windows)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
      144    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       58    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 json_schema.py:2520(Examples)
        1    0.000    0.000    0.000    0.000 __init__.py:220(is_python_build)
        1    0.000    0.000    0.000    0.000 tokenize.py:382(read_or_stop)
        1    0.000    0.000    0.000    0.000 fastevent.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 annotated_handlers.py:1(<module>)
       45    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2792(finalize_schema)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      117    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
