Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core_schema.py:2468(NullableSchema)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:48(get_module_ns_of)
        1    0.000    0.000    0.000    0.000 annotated_handlers.py:24(GetJsonSchemaHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:770(Lookup)
        1    0.000    0.000    0.000    0.000 markers.py:52(Environment)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 _strptime.py:340(TimeRE)
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
       12    0.000    0.000    0.000    0.000 inspect.py:2811(default)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(errstate)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:416(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 core_schema.py:3432(ArgumentsSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1809(GeneratorSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1963(_ValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3962(definition_reference_schema)
        1    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 _mock_val_ser.py:78(__init__)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:2667(_common_field)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:173(check_validator_fields_against_field_name)
        1    0.000    0.000    0.000    0.000 types.py:2979(Discriminator)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FastLookup)
        3    0.000    0.000    0.000    0.000 __init__.py:2262(register_finder)
        3    0.000    0.000    0.000    0.000 __init__.py:2446(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 readers.py:38(ZipReader)
        4    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        1    0.000    0.000    0.000    0.000 typing.py:2003(_lazy_load_getattr_static)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:2554(apply_model_validators)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 core_schema.py:3315(DataclassSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2574(TaggedUnionSchema)
        1    0.000    0.000    0.000    0.000 __init__.py:73(ErrorDetails)
        1    0.000    0.000    0.000    0.000 core_schema.py:1954(WithInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:969(Writer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 _repr.py:31(Representation)
        1    0.000    0.000    0.000    0.000 _decorators.py:29(ValidatorDecoratorInfo)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1024(_set_native_id)
        1    0.000    0.000    0.000    0.000 types.py:3237(_OnErrorOmit)
        1    0.000    0.000    0.000    0.000 types.py:2203(PastDate)
        1    0.000    0.000    0.000    0.000 types.py:2847(GetPydanticSchema)
        1    0.000    0.000    0.000    0.000 __init__.py:701(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:2360(NoDists)
        1    0.000    0.000    0.000    0.000 __init__.py:1118(_ReqExtras)
        1    0.000    0.000    0.000    0.000 _parser.py:15(Node)
        1    0.000    0.000    0.000    0.000 _elffile.py:41(ELFFile)
        1    0.000    0.000    0.000    0.000 version.py:38(_Version)
        1    0.000    0.000    0.000    0.000 request.py:615(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:2395(ftpwrapper)
        2    0.000    0.000    0.000    0.000 <frozen os>:1138(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:615(_caller)
        1    0.000    0.000    0.000    0.000 json_schema.py:2628(SkipJsonSchema)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:21(GenerateJsonSchemaHandler)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:18(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 inspect.py:1786(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(_FileOpeners)
        1    0.000    0.000    0.000    0.000 core_schema.py:2307(PlainValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2658(_CommonField)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2300(IPv6Network)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:2894(push)
        1    0.000    0.000    0.000    0.000 __init__.py:324(FileHash)
        1    0.000    0.000    0.000    0.000 abc.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:127(WorkerQueue)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        5    0.000    0.000    0.000    0.000 _strptime.py:380(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:200(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:453(RClass)
        1    0.000    0.000    0.000    0.000 core_schema.py:898(BytesSchema)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:1337(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:73(BaseValidateHandlerProtocol)
        1    0.000    0.000    0.000    0.000 types.py:2575(EncodedStr)
        1    0.000    0.000    0.000    0.000 request.py:1450(FileHandler)
        1    0.000    0.000    0.000    0.000 message.py:1206(EmailMessage)
        1    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:274(OGridClass)
        1    0.000    0.000    0.000    0.000 __init__.py:413(PyDLL)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:742(IndexExpression)
        2    0.000    0.000    0.000    0.000 _generics.py:228(get_model_typevars_map)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1083(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 errors.py:167(PydanticForbiddenQualifier)
        1    0.000    0.000    0.000    0.000 _import_utils.py:16(import_cached_field_info)
        1    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        1    0.000    0.000    0.000    0.000 types.py:1138(UuidVersion)
        2    0.000    0.000    0.000    0.000 types.py:2571(__hash__)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 subprocess.py:221(Handle)
        1    0.000    0.000    0.000    0.000 more.py:2438(islice_extended)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 _machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 _internal.py:257(c_void_p)
        1    0.000    0.000    0.000    0.000 core_schema.py:3081(ModelSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1221(LiteralSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1323(IsInstanceSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2881(TypedDictSchema)
        1    0.000    0.000    0.000    0.000 _internal_dataclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:53(FieldValidatorDecoratorInfo)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:845(_Tellable)
        1    0.000    0.000    0.000    0.000 __init__.py:1983(manifest_mod)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:854(_Quoter)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 records.py:280(recarray)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_float)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:144(__init__)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:7(NBitBase)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 _datasource.py:97(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:3184(DataclassField)
        1    0.000    0.000    0.000    0.000 core_schema.py:226(SimpleSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1476(ListSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1869(IncExDictSerSchema)
        1    0.000    0.000    0.000    0.000 _decorators.py:90(FieldSerializerDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _utils.py:371(SafeGetItemProxy)
        9    0.000    0.000    0.000    0.000 _generate_schema.py:276(_add_custom_serialization_from_json_encoders)
        5    0.000    0.000    0.000    0.000 _model_construction.py:327(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fields.py:39(PydanticMetadata)
        1    0.000    0.000    0.000    0.000 threading.py:536(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 types.py:1541(_SecretBase)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 __init__.py:137(PEP440Warning)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 requirements.py:21(Requirement)
        1    0.000    0.000    0.000    0.000 context.py:330(on_interrupt)
        1    0.000    0.000    0.000    0.000 request.py:1227(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1564(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:820(StringSchema)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:557(CClass)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:51(_SupportsDType)
        1    0.000    0.000    0.000    0.000 core_schema.py:3791(UrlSchema)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core_schema.py:2187(WithInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:438(InvalidSchema)
        1    0.000    0.000    0.000    0.000 errors.py:82(PydanticErrorMixin)
        4    0.000    0.000    0.000    0.000 <string>:2(is_union)
        1    0.000    0.000    0.000    0.000 _repr.py:22(PlainRepr)
        1    0.000    0.000    0.000    0.000 _decorators.py:208(__getattr__)
        1    0.000    0.000    0.000    0.000 _model_construction.py:55(_ModelNamespaceDict)
        1    0.000    0.000    0.000    0.000 threading.py:1267(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2736(__init__)
        1    0.000    0.000    0.000    0.000 types.py:116(Strict)
        1    0.000    0.000    0.000    0.000 types.py:2222(FutureDate)
        1    0.000    0.000    0.000    0.000 types.py:2279(AwareDatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:198(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 __init__.py:2217(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:3352(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 _parser.py:50(ParsedRequirement)
        3    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
        1    0.000    0.000    0.000    0.000 more.py:2688(SequenceView)
        1    0.000    0.000    0.000    0.000 request.py:879(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 simulation.py:10(Simulation)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _array_like.py:31(_SupportsArray)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:423(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 core_schema.py:3553(ArgumentsV3Schema)
        1    0.000    0.000    0.000    0.000 core_schema.py:411(ModelSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1945(NoInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 introspection.py:336(ForbiddenQualifier)
        6    0.000    0.000    0.000    0.000 <string>:2(is_any)
        1    0.000    0.000    0.000    0.000 _decorators.py:197(__get__)
        1    0.000    0.000    0.000    0.000 _decorators.py:76(RootValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _model_construction.py:704(_PydanticWeakRef)
        1    0.000    0.000    0.000    0.000 __init__.py:108(ValidatePythonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 _common.py:168(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
        1    0.000    0.000    0.000    0.000 types.py:386(AllowInfNan)
        1    0.000    0.000    0.000    0.000 __init__.py:130(_ZipLoaderModule)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 more.py:3250(time_limited)
        1    0.000    0.000    0.000    0.000 _parser.py:99(checkgroup)
        2    0.000    0.000    0.000    0.000 typing.py:211(_should_unflatten_callable_args)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2440(_apply_model_serializers)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 records.py:57(format_parser)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:428(UniqueInverseResult)
        5    0.000    0.000    0.000    0.000 _generate_schema.py:2513(apply_validators)
        1    0.000    0.000    0.000    0.000 core_schema.py:2834(TypedDictField)
        1    0.000    0.000    0.000    0.000 core_schema.py:2169(ValidatorFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:372(FormatSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2178(NoInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:3009(ModelFieldsSchema)
        1    0.000    0.000    0.000    0.000 _generics.py:43(LimitedDict)
        4    0.000    0.000    0.000    0.000 <string>:2(is_notrequired)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 _mock_val_ser.py:28(__init__)
        4    0.000    0.000    0.000    0.000 fields.py:604(deprecation_message)
        1    0.000    0.000    0.000    0.000 _tzpath.py:176(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 functional_validators.py:534(ModelWrapValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 _discriminated_union.py:19(MissingDefinitionForUnionRef)
        4    0.000    0.000    0.000    0.000 fields.py:660(is_required)
        1    0.000    0.000    0.000    0.000 __init__.py:68(SupportsGt)
        1    0.000    0.000    0.000    0.000 __init__.py:141(Le)
        1    0.000    0.000    0.000    0.000 __init__.py:299(Unit)
        1    0.000    0.000    0.000    0.000 __init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 types.py:2298(NaiveDatetime)
        1    0.000    0.000    0.000    0.000 types.py:2336(FutureDatetime)
        2    0.000    0.000    0.000    0.000 types.py:2670(__hash__)
        1    0.000    0.000    0.000    0.000 types.py:2894(Tag)
        1    0.000    0.000    0.000    0.000 <string>:24(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 __init__.py:53(MissingModule)
        1    0.000    0.000    0.000    0.000 sprite.py:701(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 __init__.py:2242(EggMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:3453(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3600(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:11(Token)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_StderrHandler)
        1    0.000    0.000    0.000    0.000 request.py:762(ProxyHandler)
        1    0.000    0.000    0.000    0.000 recipes.py:336(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 request.py:1354(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 client.py:1506(IncompleteRead)
        9    0.000    0.000    0.000    0.000 enum.py:180(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:3703(decorator)
        1    0.000    0.000    0.000    0.000 typing.py:539(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:3857(MultiHostUrlSchema)
        1    0.000    0.000    0.000    0.000 __init__.py:113(ErrorTypeInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:2713(LaxOrStrictSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3615(CallSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3680(CustomErrorSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:307(SerializerFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:1971(BeforeValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2671(ChainSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3392(ArgumentsParameter)
        1    0.000    0.000    0.000    0.000 core_schema.py:1441(UuidSchema)
        4    0.000    0.000    0.000    0.000 <string>:2(is_readonly)
        4    0.000    0.000    0.000    0.000 <string>:2(is_required)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 _decorators.py:132(ModelValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _generics.py:68(DeepChainMap)
        1    0.000    0.000    0.000    0.000 _mock_val_ser.py:71(MockValSer)
        1    0.000    0.000    0.000    0.000 threading.py:1368(_DeleteDummyThreadOnDel)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:13(GatherResult)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Ge)
        1    0.000    0.000    0.000    0.000 __init__.py:130(Lt)
        1    0.000    0.000    0.000    0.000 types.py:3255(FailFast)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 sprite.py:1487(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(disable)
        1    0.000    0.000    0.000    0.000 utils.py:18(InvalidName)
        1    0.000    0.000    0.000    0.000 _musllinux.py:18(_MuslVersion)
       10    0.000    0.000    0.000    0.000 inspect.py:3106(return_annotation)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:223(apply_each_item_validators)
        1    0.000    0.000    0.000    0.000 arrayprint.py:973(FloatingFormat)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 core_schema.py:578(IntSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2073(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3252(DataclassArgsSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:392(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3923(DefinitionsSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1366(IsSubclassSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2777(JsonOrPythonSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 _decorators.py:113(ModelSerializerDecoratorInfo)
        1    0.000    0.000    0.000    0.000 errors.py:134(PydanticImportError)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:30(NamespacesTuple)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:86(__init__)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _schema_validator.py:54(PluggableSchemaValidator)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:2538(_validators_require_validate_default)
        1    0.000    0.000    0.000    0.000 functional_validators.py:522(ModelWrapValidatorHandler)
        1    0.000    0.000    0.000    0.000 fields.py:93(_FieldInfoInputs)
        1    0.000    0.000    0.000    0.000 __init__.py:412(DocInfo)
        1    0.000    0.000    0.000    0.000 types.py:2317(PastDatetime)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 sprite.py:251(WeakSprite)
        1    0.000    0.000    0.000    0.000 queue.py:299(LifoQueue)
        1    0.000    0.000    0.000    0.000 traceback.py:974(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 request.py:594(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 calendar.py:32(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:368(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:422(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:444(OleDLL)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 core_schema.py:3501(ArgumentsV3Parameter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 introspection.py:363(InspectedAnnotation)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 __init__.py:1990(close)
        1    0.000    0.000    0.000    0.000 warnings.py:52(PydanticDeprecatedSince20)
        1    0.000    0.000    0.000    0.000 _generics.py:100(PydanticGenericMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:28(SchemaTypePath)
        2    0.000    0.000    0.000    0.000 _utils.py:409(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:137(ValidateJsonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:38(PydanticPluginProtocol)
        4    0.000    0.000    0.000    0.000 __init__.py:109(_get_implementation)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:28(MissingDefinitionError)
        1    0.000    0.000    0.000    0.000 threading.py:1320(Timer)
        1    0.000    0.000    0.000    0.000 functional_validators.py:551(ModelWrapValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:108(Gt)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 feedparser.py:533(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 markers.py:39(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:2265(NullHandler)
        1    0.000    0.000    0.000    0.000 _manylinux.py:80(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 request.py:1345(HTTPHandler)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 calendar.py:609(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 tarfile.py:713(ExFileObject)
        2    0.000    0.000    0.000    0.000 shape_base.py:17(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:431(HRESULT)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:789(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:132(LinAlgError)
        1    0.000    0.000    0.000    0.000 core_schema.py:2962(ModelField)
        1    0.000    0.000    0.000    0.000 core_schema.py:1463(IncExSeqSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1412(CallableSchema)
        1    0.000    0.000    0.000    0.000 errors.py:145(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 warnings.py:91(PydanticExperimentalWarning)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 uuid.py:81(SafeUUID)
        1    0.000    0.000    0.000    0.000 __init__.py:749(_check_compression)
        1    0.000    0.000    0.000    0.000 __init__.py:844(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:384(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FuncResult)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 plistlib.py:456(InvalidFileException)
        1    0.000    0.000    0.000    0.000 _parser.py:29(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:736(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Filterer)
        1    0.000    0.000    0.000    0.000 calendar.py:630(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 tarfile.py:746(AbsoluteLinkError)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 _iotools.py:431(ConverterLockError)
        1    0.000    0.000    0.000    0.000 __init__.py:99(InitErrorDetails)
        1    0.000    0.000    0.000    0.000 _utils.py:317(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 _generate_schema.py:2384(_apply_field_serializers)
        1    0.000    0.000    0.000    0.000 warnings.py:59(PydanticDeprecatedSince26)
        1    0.000    0.000    0.000    0.000 warnings.py:80(PydanticDeprecatedSince211)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 __init__.py:167(ValidateStringsHandlerProtocol)
